ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,School Type,Offers Kindergarten Classes,Has A Pre-K,Grades Offered,Date The School Building Opened,Year The School Building Opened,Age of The School Building,X Coordinate,Y Coordinate,Community District,Council District,Census Tract,Borough Block Lot,NTA,Neighborhood,Principal,Geographical District Code,Admin District Location Code,Lat,Lon,Pre-K Seats Available,Pre-K Applicants,Pre-K offers,Pre-K Admissions Rate,Kindergarten Seats Available,Kindergarten Applicants,Kindergarten offers,Kindergarten Admissions Rate,Grade 6 Seats Available,Grade 6 Applicants,Grade 6 offers,Grade 6 Admissions Rate,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 offers,Grade 9 Admissions Rate,Pre-K Total Enrollment Including Half Day And Full Day,Number of Female Students in Pre-K,Percentage of Female Students in Pre-K,Number of Male Students in Pre-K,Percentage of Male Students in Pre-K,Number of Asian Students in Pre-K,Percentage of Asian Students in Pre-K,Number of Black Students in Pre-K,Percentage of Black Students in Pre-K,Number of Hispanic Students in Pre-K,Percentage of Hispanic Students in Pre-K,Number of Students with a Race listed as Other in Pre-K,Percentage of Students with a Race listed as Other in Pre-K,Number of White Students in Pre-K,Percentage of White Students in Pre-K,Number of 3rd Through 8th Grade Students Who Passed The State English Language Arts Exams,Percentage of 3rd Through 8th Grade Students Who Passed The State English Language Arts Exams,Number of 3rd Through 8th Grade Students Who Passed The State Math Exam,Percentage of 3rd Through 8th Grade Students Who Passed The State Math Exam,Does the School Have A Gifted And Talented Program,Total Number of Removals and Suspensions,Kindergarten General Education Average Class Size,Kindergarten Integrated Co-Teaching And Gifted and Talented Average Class Size ,Kindergarten Gifted and Talented Average Class Size ,Kindergarten Integrated Co-Teaching Average Class Size ,Full Time Licensed Pe Teachers,Type of Physical Education Space,Is Physical Education Space Shared With Other Schools,Is the Physical Education Space Inside or Outside,Is Physical Education Space Space Used For Any Other Purpose Beside Physical Education,Does the School have an Auditorium,Does the School have a Library,"Total Number of Teachers, Administrators and Support Staff",Total Expense Budget,PTA Funding,PTA Funding Per Student,Total Enrollment,Number of Students In Grade K,Number of Students In Grade 1,Number of Students In Grade 2,Number of Students In Grade 3,Number of Students In Grade 4,Number of Students In Grade 5,Number of Students In Grade 6,Number of Students In Grade 7,Number of Students In Grade 8,Number of Students In Grade 9,Number of Students In Grade 10,Number of Students In Grade 11,Number of Students In Grade 12,Number of Female Students,Percentage of Female Students,Number of Male Students,Percentage of Male Students,Number of Asian Students,Percentage of Asian Students,Number of Black Students,Percentage of Black Students,Number of Hispanic Students,Percentage of Hispanic Students,Number of Multiple Race Categories Not Represented,Percentage of Multiple Race Categories Not Represented,Number of White Students,Percentage of White Students,Number of Students With Disabilities,Percentage of Students With Disabilities,Number of English Language Learners,Percentage of English Language Learners,Number of Students In Poverty,Percentage of  Students In Poverty,Economic Need Index,Average Daily Breakfast Participation,Average Daily Lunch Participation,Number of Salad Bars,Elementary Admissions Methods,Elementary School Admissions Methods Description,Does the School have a Gifted and Talented Program in Kindergarten,Did The School Make offers To Students Who Live Outside The Zone,Type of Dual Language Programs,Phone Number,Address,Number of Guidance Counselors,Number of Social Workers,Is the School Co Located,How Accessible is the School,All Four Arts Disciplines Provided to Grades 1 through 5,Grade 3 # Level 1 ELA,Grade 3  % Level 1 ELA,Grade 3 # Level 2 ELA,Grade 3 % Level 2 ELA,Grade 3 # Level 3 ELA,Grade 3 % Level 3 ELA,Grade 3 # Level 4 ELA,Grade 3 % Level 4 ELA,Grade 4 # Level 1 ELA,Grade 4  % Level 1 ELA,Grade 4 # Level 2 ELA,Grade 4 % Level 2 ELA,Grade 4 # Level 3 ELA,Grade 4 % Level 3 ELA,Grade 4 # Level 4 ELA,Grade 4 % Level 4 ELA,Grade 5 # Level 1 ELA,Grade 5  % Level 1 ELA,Grade 5 # Level 2 ELA,Grade 5 % Level 2 ELA,Grade 5 # Level 3 ELA,Grade 5 % Level 3 ELA,Grade 5 # Level 4 ELA,Grade 5 % Level 4 ELA,Grade 6 # Level 1 ELA,Grade 6  % Level 1 ELA,Grade 6 # Level 2 ELA,Grade 6 % Level 2 ELA,Grade 6 # Level 3 ELA,Grade 6 % Level 3 ELA,Grade 6 # Level 4 ELA,Grade 6 % Level 4 ELA,Grade 7 # Level 1 ELA,Grade 7  % Level 1 ELA,Grade 7 # Level 2 ELA,Grade 7 % Level 2 ELA,Grade 7 # Level 3 ELA,Grade 7 % Level 3 ELA,Grade 7 # Level 4 ELA,Grade 7 % Level 4 ELA,Grade 8 # Level 1 ELA,Grade 8  % Level 1 ELA,Grade 8 # Level 2 ELA,Grade 8 % Level 2 ELA,Grade 8 # Level 3 ELA,Grade 8 % Level 3 ELA,Grade 8 # Level 4 ELA,Grade 8 % Level 4 ELA,Grade 3 # Level 1 Math,Grade 3  % Level 1 Math,Grade 3 # Level 2 Math,Grade 3 % Level 2 Math,Grade 3 # Level 3 Math,Grade 3 % Level 3 Math,Grade 3 # Level 4 Math,Grade 3 % Level 4 Math,Grade 4 # Level 1 Math,Grade 4  % Level 1 Math,Grade 4 # Level 2 Math,Grade 4 % Level 2 Math,Grade 4 # Level 3 Math,Grade 4 % Level 3 Math,Grade 4 # Level 4 Math,Grade 4 % Level 4 Math,Grade 5 # Level 1 Math,Grade 5  % Level 1 Math,Grade 5 # Level 2 Math,Grade 5 % Level 2 Math,Grade 5 # Level 3 Math,Grade 5 % Level 3 Math,Grade 5 # Level 4 Math,Grade 5 % Level 4 Math,Grade 6 # Level 1 Math,Grade 6  % Level 1 Math,Grade 6 # Level 2 Math,Grade 6 % Level 2 Math,Grade 6 # Level 3 Math,Grade 6 % Level 3 Math,Grade 6 # Level 4 Math,Grade 6 % Level 4 Math,Grade 7 # Level 1 Math,Grade 7  % Level 1 Math,Grade 7 # Level 2 Math,Grade 7 % Level 2 Math,Grade 7 # Level 3 Math,Grade 7 % Level 3 Math,Grade 7 # Level 4 Math,Grade 7 % Level 4 Math,Grade 8 # Level 1 Math,Grade 8  % Level 1 Math,Grade 8 # Level 2 Math,Grade 8 % Level 2 Math,Grade 8 # Level 3 Math,Grade 8 % Level 3 Math,Grade 8 # Level 4 Math,Grade 8 % Level 4 Math
01M015,M015,P.S. 015 Roberto Clemente,3.10E+11,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",7/1/1904,1904,114,990141,202349,103,2,2601,1003740020,MN28,Lower East Side                                                            ,IRENE SANCHEZ,1,M801,40.722075,-73.978747,18,87,18,21%,25,160,26,16%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,17,9,53%,8,47%,suppressed for privacy concerns,suppressed for privacy concerns,8,47%,6,35%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,45, 67.20 ,39,58.20,YES,Redacted for privacy concerns,0,0,0,14,1,YES,YES,Inside,NO,YES,YES,41,"$3,807,647",$0,$0,190,28,32,33,23,31,26,0,0,0,0,0,0,0,99,52%,91,48%,20,11%,52,27%,110,58%,2,1%,6,3%,45,24%,8,4%,161,85%,89%,92,145,1,Non-Zoned,"This school does not have a zone. It prioritizes applicants living in temporary housing, who are English Language Learners, and/or are eligible for Free and Reduced Lunch (based on family income) for 67% of offers. Students who do not fall into any of these groups will get priority for the remaining 33% of offers.",Yes,No Data,NONE,212-228-8730,"333 EAST  4 STREET, MANHATTAN NY 10009",1,0,YES,Partially Accessible,Yes,No Data,No Data,4,20,13,65,3,15,No Data,No Data,8,30.8,12,46.2,6,23.1,5,23.8,5,23.8,6,28.6,5,23.8,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1,5,0,0,9,45,10,50,3,11.1,11,40.7,8,29.6,5,18.5,4,20,9,45,5,25,2,10,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
01M019,M019,P.S. 019 Asher Levy,3.10E+11,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",7/1/1956,1956,62,988547,205239,103,2,4000,1004530034,MN22,East Village                                                               ,JACQUELINE FLANAGAN,1,M801,40.730009,-73.984496,18,81,18,22%,50,161,59,37%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,13,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,12,92%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,51, 55.40 ,52,58.40,NO,Redacted for privacy concerns,11,0,0,10,1,YES,YES,Inside,NO,YES,YES,51,"$4,915,236",$0,$0,257,34,38,42,46,42,42,0,0,0,0,0,0,0,114,44%,143,56%,23,9%,49,19%,166,65%,3,1%,16,6%,87,34%,8,3%,197,77%,67%,84,179,1,Non-Zoned,"This school does not have a zone. It prioritizes applicants living in temporary housing, who are English Language Learners, and/or are eligible for Free and Reduced Lunch (based on family income) for 67% of offers. Students who do not fall into any of these groups will get priority for the remaining 33% of offers.",No,No Data,NONE,212-533-5340,"185 1 AVENUE, MANHATTAN NY 10003",1,1,YES,Not Accessible,Yes,3,9.1,13,39.4,15,45.5,2,6.1,7,22.6,11,35.5,10,32.3,3,9.7,1,3.6,6,21.4,11,39.3,10,35.7,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,7,21.9,7,21.9,10,31.3,8,25,12,38.7,7,22.6,9,29,3,9.7,2,7.7,2,7.7,7,26.9,15,57.7,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
01M020,M020,P.S. 020 Anna Silver,3.10E+11,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",7/1/1963,1963,55,988044,202068,103,1,3001,1003550001,MN27,Chinatown                                                                  ,SARAH PINTO VIAGRAN,1,M801,40.721305,-73.986312,54,190,34,18%,100,260,80,31%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,34,19,56%,15,44%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,21,62%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,83, 39.70 ,75,35.40,NO,Redacted for privacy concerns,19,0,0,21,1,YES,No Gymnasium,Inside,NO,YES,YES,64,"$5,738,328",$0,$0,497,71,82,69,89,83,69,0,0,0,0,0,0,0,244,49%,253,51%,147,30%,51,10%,264,53%,19,4%,16,3%,114,23%,86,17%,356,72%,79%,198,314,1,Non-Zoned,"This school does not have a zone. It prioritizes applicants living in temporary housing, who are English Language Learners, and/or are eligible for Free and Reduced Lunch (based on family income) for 67% of offers. Students who do not fall into any of these groups will get priority for the remaining 33% of offers.",No,No Data,"CHINESE, SPANISH",212-254-9577,"166 ESSEX STREET, MANHATTAN NY 10002",1,1,NO,Partially Accessible,No,19,24.7,31,40.3,24,31.2,3,3.9,20,27.8,17,23.6,24,33.3,11,15.3,24,40,15,25,11,18.3,10,16.7,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,36,46.2,23,29.5,15,19.2,4,5.1,26,36.1,17,23.6,12,16.7,17,23.6,26,41.9,9,14.5,11,17.7,16,25.8,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
01M034,M034,P.S. 034 Franklin D. Roosevelt,3.10E+11,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",7/1/1955,1955,63,991163,203782,103,2,2800,1003810038,MN28,Lower East Side                                                            ,ANGELIKI LOUKATOS,1,M801,40.726008,-73.975058,18,42,17,40%,25,69,27,39%,70,85,46,0.541176471,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,13,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,7,54%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,57, 26.60 ,35,15.80,NO,43,0,0,0,26,1,YES,No Gymnasium,Inside,NO,YES,YES,55,"$4,952,127",$0,$0,333,25,18,22,47,35,36,38,41,58,0,0,0,0,150,45%,183,55%,11,3%,106,32%,204,61%,3,1%,9,3%,122,37%,25,8%,325,98%,94%,111,226,1,Non-Zoned,"This school does not have a zone. It prioritizes applicants living in temporary housing, who are English Language Learners, and/or are eligible for Free and Reduced Lunch (based on family income) for 67% of offers. Students who do not fall into any of these groups will get priority for the remaining 33% of offers.",No,No Data,NONE,212-228-4433,"730 EAST  12 STREET, MANHATTAN NY 10009",1,0,NO,Not Accessible,No,15,38.5,14,35.9,9,23.1,1,2.6,11,34.4,15,46.9,4,12.5,2,6.3,13,48.1,8,29.6,6,22.2,No Data,No Data,13,39.4,12,36.4,5,15.2,3,9.1,12,38.7,12,38.7,5,16.1,2,6.5,8,15.4,24,46.2,10,19.2,10,19.2,20,47.6,11,26.2,9,21.4,2,4.8,17,51.5,14,42.4,0,0,2,6.1,15,55.6,7,25.9,4,14.8,1,3.7,20,60.6,8,24.2,5,15.2,0,0,19,59.4,8,25,2,6.3,3,9.4,30,55.6,17,31.5,4,7.4,3,5.6
01M063,M063,The STAR Academy - P.S.63,3.10E+11,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",7/1/1905,1905,113,988071,203210,103,2,3200,1004310014,MN22,East Village                                                               ,DARLENE CAMERON,1,M801,40.72444,-73.986214,36,105,35,33%,50,180,44,24%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,26,12,46%,14,54%,suppressed for privacy concerns,suppressed for privacy concerns,6,23%,13,50%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,37, 56.90 ,37,57.80,NO,12,24,0,0,25,0,YES,YES,Inside,NO,NO,NO,45,"$3,685,757",$0,$0,203,40,29,36,22,23,27,0,0,0,0,0,0,0,100,49%,103,51%,6,3%,37,18%,128,63%,8,4%,24,12%,67,33%,2,1%,166,82%,76%,103,161,3,Non-Zoned,"This school does not have a zone. It prioritizes applicants living in temporary housing, who are English Language Learners, and/or are eligible for Free and Reduced Lunch (based on family income) for 67% of offers. Students who do not fall into any of these groups will get priority for the remaining 33% of offers.",No,No Data,NONE,212-674-3180,"121 EAST  3 STREET, MANHATTAN NY 10009",1,1,YES,Not Accessible,No,1,5,10,50,9,45,No Data,No Data,No Data,No Data,7,30.4,11,47.8,5,21.7,3,13.6,7,31.8,7,31.8,5,22.7,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,4,21.1,2,10.5,8,42.1,5,26.3,2,8.7,7,30.4,11,47.8,3,13,6,27.3,6,27.3,5,22.7,5,22.7,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
01M064,M064,P.S. 064 Robert Simon,3.10E+11,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",7/1/1954,1954,64,989351,202733,103,2,2601,1003870001,MN28,Lower East Side                                                            ,Marlon L. Hosang,1,M801,40.72313,-73.981597,36,63,34,54%,50,104,46,44%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,35,20,57%,15,43%,suppressed for privacy concerns,suppressed for privacy concerns,7,20%,27,77%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,28, 32.60 ,28,32.60,NO,0,20,0,0,22,1,YES,YES,Inside,NO,NO,NO,39,"$3,659,120",$0,$0,245,27,44,37,30,36,36,0,0,0,0,0,0,0,101,41%,144,59%,11,4%,51,21%,167,68%,3,1%,13,5%,71,29%,5,2%,223,91%,88%,68,151,1,Non-Zoned,"This school does not have a zone. It prioritizes applicants living in temporary housing, who are English Language Learners, and/or are eligible for Free and Reduced Lunch (based on family income) for 67% of offers. Students who do not fall into any of these groups will get priority for the remaining 33% of offers.",No,No Data,NONE,212-673-6510,"600 EAST  6 STREET, MANHATTAN NY 10009",1,1,YES,Not Accessible,No,5,19.2,14,53.8,7,26.9,No Data,No Data,1,3.6,11,39.3,13,46.4,3,10.7,17,53.1,10,31.3,2,6.3,3,9.4,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,41.7,5,20.8,8,33.3,1,4.2,10,33.3,8,26.7,7,23.3,5,16.7,17,53.1,8,25,3,9.4,4,12.5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
01M110,M110,P.S. 110 Florence Nightingale,3.10E+11,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",7/1/1902,1902,116,989817,199992,103,1,1200,0,MN28,Lower East Side                                                            ,KAREN FEUER,1,M801,40.7162,-73.9798,36,131,36,27%,50,242,50,21%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,30,12,40%,18,60%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,15,50%,suppressed for privacy concerns,suppressed for privacy concerns,10,33%,127, 74.30 ,130,77.40,YES,6,24,0,13,22,1,YES,No Gymnasium,Inside,NO,YES,YES,38,"$3,450,466",$0,$0,379,64,52,55,48,57,73,0,0,0,0,0,0,0,166,44%,213,56%,64,17%,37,10%,168,44%,11,3%,99,26%,47,12%,14,4%,235,62%,57%,53,232,1,Non-Zoned,"This school does not have a zone. It prioritizes applicants living in temporary housing, who are English Language Learners, and/or are eligible for Free and Reduced Lunch (based on family income) for 67% of offers. Students who do not fall into any of these groups will get priority for the remaining 33% of offers.",Yes,No Data,NONE,212-674-2690,"285 DELANCY STREET, MANHATTAN NY 10002",1,1,NO,Not Accessible,No,3,6.7,6,13.3,25,55.6,11,24.4,3,5.3,10,17.5,18,31.6,26,45.6,12,17.4,10,14.5,24,34.8,23,33.3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,3,7,0,0,10,23.3,30,69.8,6,10.5,11,19.3,9,15.8,31,54.4,12,17.6,6,8.8,14,20.6,36,52.9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
01M134,M134,P.S. 134 Henrietta Szold,3.10E+11,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",7/1/1960,1960,58,988726,199497,103,1,202,1002880001,MN28,Lower East Side                                                            ,Daniel Kim,1,M801,40.714248,-73.983854,36,48,31,65%,50,88,49,56%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,20,9,45%,11,55%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,15,75%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,44, 30.80 ,49,33.80,NO,42,19,0,0,19,1,YES,No Gymnasium,Inside,No Gymnasium,YES,YES,61,"$5,179,743",$0,$0,297,36,27,47,52,57,58,0,0,0,0,0,0,0,131,44%,166,56%,33,11%,64,22%,182,61%,7,2%,11,4%,119,40%,26,9%,269,91%,89%,151,226,1,Non-Zoned,"This school does not have a zone. It prioritizes applicants living in temporary housing, who are English Language Learners, and/or are eligible for Free and Reduced Lunch (based on family income) for 67% of offers. Students who do not fall into any of these groups will get priority for the remaining 33% of offers.",No,No Data,NONE,212-673-4470,"293 EAST BROADWAY, MANHATTAN NY 10002",2,1,NO,Partially Accessible,No,8,17,19,40.4,19,40.4,1,2.1,14,29.8,18,38.3,11,23.4,4,8.5,24,49,16,32.7,7,14.3,2,4.1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,19,40.4,11,23.4,15,31.9,2,4.3,24,51.1,6,12.8,6,12.8,11,23.4,33,64.7,3,5.9,14,27.5,1,2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
01M140,M140,P.S. 140 Nathan Straus,3.10E+11,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",7/1/1959,1959,59,988749,201282,103,1,2201,1003440001,MN28,Lower East Side                                                            ,MELISSA RODRIGUEZ,1,M801,40.719148,-73.983769,18,66,18,27%,50,102,37,36%,65,202,79,0.391089109,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,18,11,61%,7,39%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,13,72%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,58, 25.60 ,39,17.60,NO,29,14,0,0,15,1,YES,No Gymnasium,Inside,NO,YES,YES,58,"$4,964,166",$0,$0,371,28,29,24,24,28,29,60,65,66,0,0,0,0,182,49%,189,51%,21,6%,46,12%,292,79%,2,1%,10,3%,115,31%,36,10%,324,87%,91%,74,252,1,Non-Zoned,"This school does not have a zone. It prioritizes applicants living in temporary housing, who are English Language Learners, and/or are eligible for Free and Reduced Lunch (based on family income) for 67% of offers. Students who do not fall into any of these groups will get priority for the remaining 33% of offers.",No,No Data,NONE,212-677-4680,"123 RIDGE STREET, MANHATTAN NY 10002",1,0,NO,Not Accessible,Yes,8,40,10,50,2,10,No Data,No Data,6,30,11,55,3,15,No Data,No Data,11,44,10,40,3,12,1,4,16,28.1,19,33.3,13,22.8,9,15.8,20,41.7,19,39.6,8,16.7,1,2.1,7,12.3,32,56.1,13,22.8,5,8.8,14,70,5,25,1,5,0,0,14,70,5,25,1,5,0,0,15,60,7,28,3,12,0,0,24,43.6,16,29.1,9,16.4,6,10.9,27,58.7,10,21.7,7,15.2,2,4.3,25,45.5,20,36.4,10,18.2,0,0
01M142,M142,P.S. 142 Amalia Castro,3.10E+11,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",7/1/1976,1976,42,988653,200908,103,1,1402,1003430001,MN28,Lower East Side                                                            ,DAPHNA GUTMAN,1,M801,40.718121,-73.984116,48,92,46,50%,75,116,47,41%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,32,16,50%,16,50%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,25,78%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,38, 38.40 ,30,31.30,NO,Redacted for privacy concerns,14,0,0,17,1,YES,YES,Inside,NO,YES,YES,66,"$5,578,190",$0,$0,340,68,56,49,44,50,41,0,0,0,0,0,0,0,152,45%,188,55%,8,2%,43,13%,281,83%,7,2%,1,0%,122,36%,27,8%,331,97%,90%,213,269,1,Non-Zoned,"This school does not have a zone. It prioritizes applicants living in temporary housing, who are English Language Learners, and/or are eligible for Free and Reduced Lunch (based on family income) for 67% of offers. Students who do not fall into any of these groups will get priority for the remaining 33% of offers.",No,No Data,NONE,212-598-3800,"100 ATTORNEY STREET, MANHATTAN NY 10002",1,1,YES,Partially Accessible,No,3,10.3,9,31,17,58.6,No Data,No Data,5,14.3,16,45.7,12,34.3,2,5.7,16,45.7,12,34.3,4,11.4,3,8.6,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6,21.4,9,32.1,11,39.3,2,7.1,17,50,11,32.4,5,14.7,1,2.9,13,38.2,10,29.4,10,29.4,1,2.9,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
